title,abstract,authors,year,doi,source,keywords,doc_type,citations,database,query
An Evaluation of LLMs and Google Translate for Translation of Selected Indian Languages via Sentiment and Semantic Analyses,"Large Language models (LLMs) have been prominent for language translation, including low-resource languages. There has been limited study on the assessment of the quality of translations generated by LLMs, including Gemini, GPT, and Google Translate. This study addresses this limitation by using semantic and sentiment analysis of selected LLMs for Indian languages, including Sanskrit, Telugu and Hindi. We select prominent texts (Bhagavad Gita, Tamas and Maha Prasthanam) that have been well translated by experts and use LLMs to generate their translations into English, and provide a comparison with selected expert (human) translations. Our investigation revealed that while LLMs have made significant progress in translation accuracy, challenges remain in preserving sentiment and semantic integrity, especially in metaphorical and philosophical contexts for texts such as the Bhagavad Gita. The sentiment analysis revealed that GPT models are better at preserving the sentiment polarity for the given texts when compared to human (expert) translation. The results revealed that GPT models are generally better at maintaining the sentiment and semantics when compared to Google Translate. This study could help in the development of accurate and culturally sensitive translation systems for large language models.",R. Chandra; A. Chaudhari; Y. Rayavarapu,2025,10.1109/access.2025.3585629,IEEE Access,LLMs;sentiment analysis;machine translation;semantic analysis,IEEE Journals,2.0,IEEE,R3
An Intelligent Terminology Recommendation System for Real-Time Translation of Technical Documents,"In multilingual translation of technical documents, terminological consistency significantly affects both the professionalism and comprehensibility of the target text. To address the insufficient terminology support in existing translation systems, this paper proposes and implements an intelligent terminology recommendation system tailored for real-time technical document translation. The system integrates modules for terminology recognition, contextual matching, candidate recommendation, and translation injection. Leveraging deep learning architectures and semantic vector techniques, the system provides real-time suggestions. Experimental results demonstrate that the system significantly enhances the accuracy and consistency of terminology translation, offering reliable support for human–machine collaborative translation. This system represents a step forward in AI-powered translation support tools.",W. Sun; W. Wang,2025,10.1109/ssitcon66133.2025.11342204,"2025 2nd International Conference on Software, Systems and Information Technology (SSITCON)",terminology translation;real-time recommendation;technical documents;natural language processing;computer-assisted translation,IEEE Conferences,,IEEE,R3
Automatic Privacy Policy Compliance Assessment Leveraging NLP Models,"Following its adoption in 2018, the General Data Protection Regulation (GDPR) has impacted data processing entities significantly, especially by compelling them to ensure their privacy policies are compliant with a defined set of requirements. Manual assessment of GDPR compliance is laborious and susceptible to errors, driving increased research interest in automated solutions with such capabilities. This paper provides a systematic review of the recent advancements in the automated evaluation of privacy policies employing Natural Language Processing (NLP) methods. Within this context, this study proposes a structured approach for processing Romanian privacy policies, a particularly complex task, considering both the low-resource status of the Romanian language and the intricacy of the regulatory wording utilized. Aiming to address these constraints, this paper proposes a compliance verification system, leveraging the semantic similarity capabilities of the E5 Transformer model. Experimental results indicated that the trained model achieved a 75% accuracy in matching sentences extracted from a Romanian privacy policy to the appropriate GDPR requirements. Furthermore, the paper tackles the challenges of adapting NLP-based solutions to other languages with scarce resources, providing insights and directions for future research in multilingual and domain-specific settings.",C. -M. Priescu; M. -A. Moisescu; M. -E. Iliuță,2025,10.1109/cscs66924.2025.00076,2025 25th International Conference on Control Systems and Computer Science (CSCS),GDPR Compliance;Privacy Policies;NLP;Semantic Similarity Analysis;Low-resource Languages;E5 Transformer Model,IEEE Conferences,,IEEE,R3
Next generation Legal technology for Leveraging Deep Learning and LLMs for Legal Judgment Prediction,"Legal professionals and judicial bodies often face the challenge of analyzing extensive legal documents, identifying applicable constitutional articles, and referring to relevant precedent. It is a time-consuming and inconsistent process. The core challenge of digital case records lies in automating legal analysis while maintaining accuracy, interpretability, and fairness. Traditional systems rely on rule-based or keyword-matching methods fail to understand the semantic depth of legal language. Additionally, retrieving precedent cases and aligning them with constitutional provisions demands a contextual understanding that static systems lack. Hence, this paper introduces an AI-powered legal analysis system that leverages deep learning and Retrieval-Augmented Generation (RAG) to provide real-time legal judgment prediction and relevant case retrieval. The system employs Google Pegasus for abstractive legal text summarization, efficiently condensing complex case documents while preserving critical information and intent. The system architecture includes - Legal Text Summarization using Google Pegasus to generate concise representations of case details, Article Matching and Retrieval via RAG to identify applicable constitutional provisions, and Relevant Case Retrieval leveraging semantic embeddings to fetch past cases with contextual similarity. The key improvements include a significant reduction in manual workload, enhanced consistency in legal interpretations, and real-time generation of judgment reports. The integration of summarization, semantic matching, and intelligent retrieval ensures both accuracy and scalability. Hence, the system delivers a smart, scalable solution for automating legal analysis. It enhances judicial efficiency, supports fair decision-making, and empowers legal professionals with accurate AI-generated insights and paving the way for next-generation legal technology.",A. K. R; G. Likith Sai; A. D; S. Sivaranjani; K. Dev R,2025,10.1109/icngcs64900.2025.11183254,2025 International Conference on Next Generation Computing Systems (ICNGCS),Large Language Models;Domain-Specific AI;Retrieval-Augmented Generation;Nomic-Em- beddings;Legal Technology;Legal Assistance,IEEE Conferences,,IEEE,R3
SMART-Eq: Structured and unstructured Market Analysis using Retrieval Techniques and LLMs for Equities,"Forecasting equity markets has traditionally relied on structured data sources, such as historical prices, fundamentals, and macroeconomic indicators. However, unstructured data, including analyst reports, earnings-call transcripts, and financial news, can provide valuable qualitative insights to enhance these forecasts. The proposed system employs a multi-stage pipeline that includes data ingestion, domain-specific text chunking, and dual-indexing (lexical and vector-based) to support hybrid retrieval. Four retrieval paradigms are evaluated—traditional text search, vector-based retrieval, hybrid retrieval, and vector-based retrieval with re-ranking—on a custom dataset of 315 financial documents, augmented by 20 control questions, and validated against the FinQA dataset. Experimental results, assessed via ROUGE metrics and expert evaluations, indicate that incorporating vectorization and re-ranking not only improves the precision of retrieved information but also enhances the contextual accuracy of LLM-generated responses. The findings demonstrate that SMART-Eq effectively bridges qualitative insights with quantitative data, offering a robust and scalable approach for enhanced equity market analysis and forecasting. The paper concludes with a discussion of integration challenges and future research directions, including domain-adapted LLM fine-tuning and real-time data processing.",A. S. Chandra; A. S. Chandra; V. Gahlot,2025,10.1109/worldsuas66815.2025.11199272,2025 World Skills Conference on Universal Data Analytics and Sciences (WorldSUAS),hybrid data;structured data;unstructured data;equity markets;financial forecasting;equity forecasting;large language models (LLMs);natural language processing (NLP);semantic retrieval;vector embeddings;hybrid retrieval;generativeAI;SMART-Eq,IEEE Conferences,,IEEE,R3
NLP-Powered Resume Screening and Ranking System,"Indeed, the system employs Natural Language Processing (NLP) techniques to identify the main features in the resume, including skills, education, and work experience. It then compares these features with the job description by means of semantic similarity methods, such as TF-IDF (Term Frequency Inverse Document Frequency) and BERT (Bidirectional Encoder Representations from Transformers) embeddings. The ranking engine uses weighted scoring algorithms that prioritize the relevancy of resumes. Further, the system also needs the user to upload their resume and job description through the web-based interface where the output will display that a listing has been generated and is listed to be gone through with the candidates. They evaluate the performance of the system by means of evaluation metrics such as precision, recall, F1-score, and Mean Reciprocal Rank (MRR). In their results, it shows that BERT based semantic matching has proved better than the conventional keyword-based methods as far as accuracy and efficiency in screening resumes is concerned. What makes the current study noteworthy is that artificial intelligence (AI) could help improve recruiting automation and point to ways of streamlining the hiring process. This will bring significant reductions to bias and further improve the fairness and effectiveness of selecting a candidate. Further work contemplates multi-lingual support, domain-specific customizations, and integration of the system to Applicant Tracking Systems (ATS) to increase the importance of this study in real-world terms.",T. A. Dharmendra; K. Meenakshi; D. Bhargava,2025,10.1109/icdt63985.2025.10986338,2025 3rd International Conference on Disruptive Technologies (ICDT),AI in Recruitment;Applicant Tracking System (ATS);Automated Resume Screening;HR Technology;Job Matching;NLP (Natural Language Processing);Recruitment Automation;Resume Ranking,IEEE Conferences,1.0,IEEE,R3
Construction of a Recurrent Neural Network Machine Translation Framework Based on Data Enhancement and Attention Mechanisms,"In order to improve the semantic modeling ability and translation quality of recurrent neural networks in machine translation tasks, a neural translation framework that incorporates data enhancement and multi-level attention mechanisms is constructed. The research design includes text-level semantic perturbation, language model-based context generation strategy and gated recalibration with multi-scale context fusion in the attention enhancement module, which systematically improves the model’s generalization performance and semantic alignment accuracy in low-resource environments. Comparison experiments on the WMT14 English-German dataset show that the constructed model outperforms the baseline model in BLEU, perplexity and syntactic coverage, especially in long sentence translation and complex syntactic structure processing, which verifies the effectiveness of the structural optimization and strategy integration.",J. Huang,2025,10.1109/isctis65944.2025.11065412,2025 5th International Symposium on Computer Technology and Information Science (ISCTIS),recurrent neural networks;data augmentation;attention mechanism;neural machine translation,IEEE Conferences,,IEEE,R3
Reinforced Multilingual Geospatial Query Extraction Using Naive Bayes and Fuzzy Matching,"The paper introduces a method for automatic canonicalization of geospatial entities from an unstructured language input given by the user. The traditional and old method of Geospatial canonical search is outdated and has loopholes for the handling of the multilingual input and most importantly the accuracy of the model. The system is designed to handle Textual input and Voice Modulated input. To detect and correct the non- standardized geospatial entities, which includes those with typographical errors or unconventional spellings, we use the advanced natural language processing (NLP) technique for standardizing the entities. By using the custom Naive Bayes probability algorithm, the Model identifies potential geospatial entities by recognizing the incorrectly spelled names and matching them with their correct form using the naive bayes probability algorithm. Furthermore, to enhance the identification of entities accuracy we use the system which has some per-defined list of abbreviations for geographical features like (mountains, lakes, oceans etc.) In case the where the same place name exists in multiple locations in same or different country (like Punjab in both India and Pakistan), then the Model provides the geographical output data for all the relevant locations with their exact longitude and latitude coordinates. After this the model triggers the fuzzy matching algorithm which uses the token ratio technique to ensure the precise mapping of corrected names to their canonical forms in the dataset.",A. Ghosh; M. Singh; A. Mishra; A. K. Prasad; S. Kaur,2024,10.1109/giest62955.2024.10959803,2024 IEEE 1st International Conference on Green Industrial Electronics and Sustainable Technologies (GIEST),Geospatial Query System;Fuzzy Matching Algorithm;Web application;canonical names;Named Entity Recognition (NER) etc,IEEE Conferences,,IEEE,R3
An Inner-Attention Based LSTM Network for Semantic Matching and Recommendation,"The paper proposes a joint neural network model to overcome the problems of semantic loss and information sparsity in short texts, allowing the task processing system to focus on finding significantly relevant information in the input data for the current output. Our method applies the attention mechanism in Semantic Matching and Recommendation that tries to simulate human attentive behavior for query and retrieval. Experimental results indicate the method proves to be more effective than the existing sentence encoding-based approaches in terms of Content-based recommendation.",J. Li; Y. Chen,2024,10.1109/acait63902.2024.11021873,2024 8th Asian Conference on Artificial Intelligence Technology (ACAIT),LSTM;content-based recommendation;inner-attention mechanism;semantic matching,IEEE Conferences,,IEEE,R3
Deep Learning-based Semantic Search Techniques for Enhancing Product Matching in E-commerce,"Searching is the process of information retrieval utilizing specific criteria or keywords. Integrating search function-alities on e-commerce platforms enables users to efficiently locate exactly what they are searching for through keyword matching. Beyond conventional keyword matching, semantic search involves aligning products with customer queries by capturing the essence of the queries, thereby retrieving semantically related products from the pertinent catalog. Semantic search enhances the e-commerce shopping experience by allowing platforms to tailor responses to user preferences through an in-depth understanding of search intents. Challenges such as morphological variations, spelling errors, and the interpretation of synonyms, antonyms, and hypernyms are addressed through deep learning models de-signed for semantic query-product matching. This study conducts a comparative analysis of various semantic search methodologies and assesses their efficacy, incorporating deep learning strate-gies for query auto-completion and spelling corrections. The evaluation employs sentence transformer models to determine the optimal approach for semantic searching, gauged by nDCG, MRR, and MAP metrics. LSTM, BART, and n-gram models are also examined for auto-completion capabilities. The research analyzes the Amazon Shopping Queries Dataset and the Upstart Commerce catalog datasets.",F. Aamir; R. Sherafgan; T. Arbab; A. Jamil; F. N. Bhatti; A. A. Hameed,2024,10.1109/icmi60790.2024.10586148,2024 IEEE 3rd International Conference on Computing and Machine Intelligence (ICMI),Semantic product searching;Natural Language Processing (NLP);Machine Learning;E-commerce,IEEE Conferences,,IEEE,R3
Domain-Enhanced SimCSE with Lexicon Injection for Semantic Representation of Technical Texts,"This study proposes an enhanced semantic representation model for Airbus Service Bulletin (SB) texts by integrating an improved SimCSE framework with domain-specific lexicon injection. To address the challenge of accurately capturing highly technical and standardized terminology within SBs, we first construct a specialized aerospace maintenance dictionary. This lexicon is then utilized to generate domain-aware positive samples during the contrastive learning process of SimCSE, forcing the model to learn invariant representations for technical terms and their synonyms. The resulting model generates high-quality sentence embeddings that are both semantically rich and domain-sensitive. Evaluated on downstream tasks such as SB retrieval and classification, our approach demonstrates superior performance compared to baseline models, providing a robust foundation for automated processing and knowledge discovery in aerospace maintenance documentation.",Z. Song; X. Guan; N. Zhao; J. Zhao,2025,10.1109/mlprae67267.2025.11290737,"2025 2nd International Conference on Machine Learning, Pattern Recognition and Automation Engineering (MLPRAE)",Contrastive Learning;Domain Adaptation;Service Bulletin (SB);Aerospace Maintenance;Natural Language Processing,IEEE Conferences,,IEEE,R3
CBR-Based Decision Support System for Maintenance Text Using NLP for an Aviation Case Study,"Recently, Prognostics and Health Management (PHM) has emerged to promote predictive maintenance as a methodological key to overcome the limitations of traditional reliability analysis. The Natural Language Processing (NLP) methods allow the maintenance log usage for maintenance diagnostics and decision making. The Maintenance Work Orders (MWOs) contain vital health indicators and decades of experience related to various maintenance actions. However, due to the unstructured nature of maintenance text, it is not common to develop a tool using these textual maintenance entries. This paper proposes a textual Case-Based Reasoning (CBR) approach combined with Technical Language Processing (TLP) to find solutions for new problems based on previous experiences. The Bidirectional Encoder Representations from Transformers (BERT) model is adopted for maintenance data using unsupervised finetuning technique Transformer-based Sequential Denoising AutoEncoder (TSDAE) for aviation case study. Results show that the pre-trained BERT model can adopt domain-specific data and produce semantic matches with only a small amount (1000 samples) of domain specific data.",S. M. R. Naqvi; M. Ghufran; S. Meraghni; C. Varnier; J. -M. Nicod; N. Zerhouni,2022,10.1109/phm2022-london52454.2022.00067,2022 Prognostics and Health Management Conference (PHM-2022 London),Prognostics and Health Management (PHM);Case-Based Reasoning;Natural Language Processing;Technical Language Processing;BERT;Sequential Denoising Auto-Encoder,IEEE Conferences,14.0,IEEE,R3
Fast translation method of complex English sentences based on artificial intelligence technology,"In order to optimize and improve the fast translation of complex English sentences, this paper proposes a fast translation method of complex English sentences based on artificial intelligence semantic text analysis model. A semantic structure parameter analysis model for rapid translation of English complex sentences is established, and quantitative feature analysis is carried out for rapid translation of English-Chinese complex sentences to obtain a quality analysis scale for rapid translation of English-Chinese complex sentences. The fuzzy decision-making method is adopted to comprehensively investigate the semantic features of sentences and the cognitive features of subjects, and a language cognitive perception model for rapid translation of complex English sentences is established. Through pattern analysis of language syntactic structure, semantic parameters are configured in the semantic text analysis model of artificial intelligence, which forms a text parameter analysis model for rapid translation of complex English sentences. The test results show that the scale analysis ability of this method for rapid translation of English-Chinese complex sentences is strong, the evaluation results are accurate and reliable, and the accuracy of rapid translation of English complex sentences is improved.",G. Zhu,2022,10.1109/icmtma54903.2022.00132,2022 14th International Conference on Measuring Technology and Mechatronics Automation (ICMTMA),Artificial intelligence technology;English;Complex statements;Quick translation,IEEE Conferences,1.0,IEEE,R3
A Review on Leveraging Language Agnostic Automated Text Data Augmentation with Explainable Semantic Integrity,"Data Augmentation (DA) is an effective strategy to increase model generalisation. In Natural Language Processing (NLP), DA remains in its early stages, primarily due to the inherent sensitivity of textual data, which complicates the augmentation process. These complexities are further increased in multilingual contexts, as DA techniques effective in one language may not yield comparable results in others. As a result, manually identifying optimal DA techniques that preserve semantic integrity and are language agnostic remains a significant challenge. It emphasises the necessity for automating the text DA process with Explainable Artificial Intelligence (XAI), which offers a promising approach by calculating word importance scores to effectively guide the augmentation. In this paper, a comprehensive review of existing approaches in auto-text DA is presented, beginning with an exploration of the concept of auto-text DA, followed by a discussion on its cross-lingual applications, and concluding with the integration of XAI for semantic preservation. The paper highlights the critical need for further research to enhance the effectiveness and applicability of XAI in auto-text DA, enabling its use across diverse languages.",S. Wijesundera; S. M. Peiris,2025,10.1109/icarc64760.2025.10963048,2025 5th International Conference on Advanced Research in Computing (ICARC),Automated Text Data Augmentation;Cross-Lingual Transfer Learning;Low-Resource Languages;Hyperparameter Optimisation;Explainable Artificial Intelligence,IEEE Conferences,,IEEE,R3
Intelligent Collection and Semantic Matching Algorithm for English-Chinese Corpus Based on Cluster Data Mining,"This paper proposes the intelligent collection and algorithm matching of the English-Chinese material library based on database data mining. With the help of the part-of-speech dictionary in the “Concise Vocabulary Dictionary” published in “Modern Chinese” published in 2005, the conversion words in the English-Chinese dictionary are compared., Found that there are 30 conversion words, which are Chinese and English words. 666 species. This paper proposes an input feature recognition system that analyzes the input language of parallel corpus. To carry out different levels of corpus analysis, including grammar learning, shallow learning and demonstration of the Chinese language teaching system of students, design the corresponding English teaching system, compare the teaching effect in teaching, and study the teaching system.",Y. Wei,2022,10.1109/icais53314.2022.9742912,2022 Second International Conference on Artificial Intelligence and Smart Energy (ICAIS),Intelligent Collection;Semantic Matching;English-Chinese Corpus;Cluster Data Mining,IEEE Conferences,1.0,IEEE,R3
Alignment-Supervised Bidimensional Attention-Based Recursive Autoencoders for Bilingual Phrase Representation,"Exploiting semantic interactions between the source and target linguistic items at different levels of granularity is crucial for generating compact vector representations for bilingual phrases. To achieve this, we propose alignment-supervised bidimensional attention-based recursive autoencoders (ABattRAE) in this paper. ABattRAE first individually employs two recursive autoencoders to recover hierarchical tree structures of bilingual phrase, and treats the subphrase covered by each node on the tree as a linguistic item. Unlike previous methods, ABattRAE introduces a bidimensional attention network to measure the semantic matching degree between linguistic items of different languages, which enables our model to integrate information from all nodes by dynamically assigning varying weights to their corresponding embeddings. To ensure the accuracy of the generated attention weights in the attention network, ABattRAE incorporates word alignments as supervision signals to guide the learning procedure. Using the general stochastic gradient descent algorithm, we train our model in an end-to-end fashion, where the semantic similarity of translation equivalents is maximized while the semantic similarity of nontranslation pairs is minimized. Finally, we incorporate a semantic feature based on the learned bilingual phrase representations into a machine translation system for better translation selection. Experimental results on NIST Chinese-English and WMT English-German test sets show that our model achieves substantial improvements of up to 2.86 and 1.09 BLEU points over the baseline, respectively. Extensive in-depth analyses demonstrate the superiority of our model in learning bilingual phrase embeddings.",B. Zhang; D. Xiong; J. Su; Y. Qin,2020,10.1109/tcyb.2018.2868982,IEEE Transactions on Cybernetics,Alignment supervision;attention network;bilingual phrase representation;machine translation;recursive autoencoder (RAE),IEEE Journals,22.0,IEEE,R3
Siamese Networks for Multilingual Classified Ad Matching,"This paper presents a novel approach to semantically match “Resource Wanted” and “Resource Offering” classified ads within Sri Lanka's complex multilingual digital marketplace. We introduce a Siamese neural network architecture specifically designed to effectively process both textual content and categorical metadata across English and Sinhala languages. Our model leverages advanced multilingual transformer models to create semantically rich embeddings, with a LaBSE-based implementation achieving superior performance, reaching a Recall@1 of 0.5813 and a Recall@10 of 0.9151. Crucially, the integration of categorical features with text embeddings yielded the best results, demonstrating a ${1. 5 \%}$ improvement in Recall@1 over the text-only approach. Our methodology addresses the significant challenge of matching ads across linguistic bound-aries in a low-resource setting, providing a method that can significantly improve transaction efficiency in Sri Lanka's diverse digital marketplace.",P. Chathunka; D. Alwis; R. Rawishanka; I. Perera,2025,10.1109/mercon67903.2025.11217097,2025 Moratuwa Engineering Research Conference (MERCon),multilingual classified ads;semantic matching;LaBSE;Siamese network;ad classification,IEEE Conferences,,IEEE,R3
LLM-Guided Crowdsourced Test Report Clustering,"This paper proposes a clustering method for crowdsourced test reports based on a large language model to solve the limitations of existing methods in processing repeated reports and utilizing multi-modal information. Existing crowdsourced test report clustering methods have significant shortcomings in handling duplicate reports, ignoring the semantic information of screenshots, and underutilizing the relationship between text and images. The emergence of LLM provides a new way to solve these problems. By integrating the semantic understanding ability of LLM, key information can be extracted from the test report more accurately, and the semantic relationship between screenshots and text descriptions can be used to guide the clustering process, thus improving the accuracy and effectiveness of clustering. The method in this paper uses a pre-trained LLM (such as GPT-4) to encode the text in the test report, and uses a visual model such as CLIP to encode the application screenshots, converting the text descriptions and images into high-dimensional semantic vectors. The cosine similarity is then used to calculate the similarity between the vectors, and semantic binding rules are constructed to guide the clustering process, ensuring that semantically related reports are assigned to the same cluster and semantically different reports are assigned to different clusters. Through experimental verification, this method is significantly superior to traditional methods in several evaluation indicators, demonstrating its great potential in improving the efficiency and quality of crowdsourced test report processing. In the future, this method is expected to be widely used in the process of software testing and maintenance, and further promote technological progress.",Y. Li; Y. Zhong; L. Yang; Y. Wang; P. Zhu,2025,10.1109/access.2025.3530960,IEEE Access,Large language model;crowdsourced testing;test report clustering,IEEE Journals,2.0,IEEE,R3
Enhancing Code Security Specification Detection in Software Development with LLM,"In order to improve the accuracy and efficiency of code security specification detection in the software development process, a large-scale language model (LLM)-based detection architecture is constructed to realize deep semantic parsing and structured rule matching for high-complexity code in multilingual environments. The research designs a security specification controlled language system integrating CFG and AST, covering 62 rule items, 480 types of semantic labels and 3000 AST nodes, and introduces a quintuple language model G = (N, Σ, P, S, C) to construct five types of key constraint domains, including variable naming, privilege boundaries, input validation and so on. The structural semantic graph with 2.1 × 106 edges is constructed by graph neural network, and a deep detection model containing 690 million parameters is designed to support sliding window scanning and semantic embedding matching, adapting to 45 kinds of security constraint structures. The experiments are tested in 1.38 million function fragments, and the detection accuracy is more than 93%, among which the accuracy of memory access out-of-bounds class reaches 95.6%, which verifies the high adaptability and stability of the model in the aspects of function privilege control, input validation and memory security.",S. Zhan; Y. Lin; Y. Yao; J. Zhu,2025,10.1109/iseae64934.2025.11041815,"2025 7th International Conference on Information Science, Electrical and Automation Engineering (ISEAE)",code security;specification detection;LLM,IEEE Conferences,8.0,IEEE,R3
Sankalp: AI-Powered Career Guidance System,"Traditional career guidance systems often lack personalization, adaptability, and accessibility, leading to suboptimal decisions in a rapidly changing job market. This study introduces Sankalp, an AI-driven career guidance framework that combines semantic reasoning, emotion analysis, and adaptive learning to provide inclusive and explainable recommendations. Built on a multi-agent hybrid architecture, Sankalp integrates modules for semantic matching using Sentence-BERT (SBERT), emotion-aware feedback through Valence Aware Dictionary and Sentiment Reasoner (VADER) sentiment analysis, a Naukri API–based job trends agent, a knowledge graph, and a voice assistant that supports English, Hindi, and Kannada. A reinforcement learning–based fusion layer dynamically refines recommendations based on real-time user feedback, modeling career choice as a life-span adaptive process. It was evaluated against a Curated Ground Truth (CGT) dataset using 160 participant profiles, Sankalp demonstrated superior performance, achieving a Top-1 Hit Rate of 77.5%, a Top-3 Hit Rate of 90.5%, and a high mean user satisfaction score of 4.71/5.0. The latency analysis confirmed high operational efficiency, with an average end-to-end response time of 1.25 s. Through its inclusive design and adaptive, explainable hybrid AI, Sankalp enhances the accessibility, reliability, and ethical delivery of career guidance services, aligning with the global sustainable development goals.",S. Nandi; M. M; B. Aishwarya Nayak; B. Sathish Babu,2025,10.1109/access.2025.3638596,IEEE Access,AI-driven career guidance;emotion analysis;google cloud speech-to-text;knowledge graph;multi-agent architecture;multilingual support;natural language processing;personalized recommendations;rule-based AI;Sankalp;sentence-BERT;sustainable development goals;VADER sentiment analysis;voice assistant,IEEE Journals,,IEEE,R3
Computational Approaches to Cross-Cultural Multimodal Film and TV Integration Using AMTAs,"How to efficiently translate across modalities is an important challenge in the field of machine learning. Therefore, this study proposes an innovative algorithm based on the hybrid variational multi-modal framework (AMTAs) for the problem of automatic machine translation in cross-cultural multi-modal integration of film and television data. The core innovation of this study lies in the construction of a hybrid variational multi-modal translation framework. The algorithm adopts a three-level processing architecture: (1) The multimodal semantic matching layer realizes cross-modal feature alignment through the difference map generator. At the same time, the improved SimCSE model is used to calculate the cosine similarity. This can dynamically extract the semantic difference word set; (2) The hybrid variational inference layer introduces the K -component Gaussian mixture model. This model dynamically adjusts the contribution of each component through the conditional weight network. The weight calculation uses the Softmax normalized feed-forward neural network output; (3) The small sample optimization layer designs a negative sampling strategy based on contrastive learning. This strategy sets the InfoNCE loss function with a temperature coefficient 0.05. The experiment used 150,000 sentences of bilingual film and television corpus for verification. The results showed that in the metaphor recognition task, the algorithm's F1 value reached 77.2%, an increase of 13.1 % over the baseline model; the BLEU-4 score in the multi-modal translation task increased by 9.8 percentage points. These empirical results verify the effectiveness of the proposed algorithm.",H. Zhong,2025,10.1109/icdici66477.2025.11135123,2025 6th International Conference on Data Intelligence and Cognitive Informatics (ICDICI),Automatic Machine Translation Algorithms (AMTAs);Cross-cultural Communication;Multi-modal Data Integration;Film and Television Media;Semantic Alignment,IEEE Conferences,,IEEE,R3
Automated System for Monitoring and Evaluation of Environmental Document Revision Based on Text Extraction and Data Analysis Technology,"This research aims to design an automated system for monitoring and evaluating environmental document revisions, particularly in the context of Environmental Impact Analysis (EIA) and Environmental Management and Monitoring Efforts (UKL-UPL). This system leverages technologies such as natural language processing (NLP), optical character recognition (OCR), and document management to enhance the efficiency and accuracy of the document revision process. The system is divided into several stages: document uploading, text extraction from various formats using tools such as Apache Tika and PyMuPDF, feedback analysis through integration with Google Sheets, and text matching with semantic analysis using SBERT embeddings. The final evaluation is performed automatically and generates a report containing suggestions and feedback that have been completed. In the experimental results, five of eleven suggestions from the revised UKL-UPL documents were successfully detected as “Completed” with a similarity threshold of $\geqslant 0.75$. The remaining six suggestions showed lower similarity scores and were marked as “Not Completed.” This indicates that the system successfully identified some of the addressed suggestions, with potential for improvement in detection accuracy. Automating document revisions' evaluation ensures a more transparent, consistent, and reliable process, reducing manual errors and delays. This approach aligns with the growing need for digital solutions in environmental document management, enhancing operational efficiency and compliance with environmental regulations.",A. Prasetyo; S. H. Supangkat; D. W. Anggara,2025,10.1109/iciss66954.2025.11389346,2025 International Conference on ICT for Smart Society (ICISS),Environmental documents;Automated system;Text extraction;NLP;Document revision,IEEE Conferences,,IEEE,R3
KnowLog: Knowledge Enhanced Pretrained Language Model for Log Understanding,"Logs as semi-structured text are rich in semantic information, making their comprehensive understanding crucial for automated log analysis. With the recent success of pretrained language models in natural language processing, many studies have leveraged these models to understand logs. Despite their successes, existing pretrained language models still suffer from three weaknesses. Firstly, these models fail to understand domain-specific terminol-ogy, especially abbreviations. Secondly, these models struggle to adequately capture the complete log context information. Thirdly, these models have difficulty in obtaining universal representations of different styles of the same logs. To address these challenges, we introduce KnowLog, a knowledge-enhanced pretrained language model for log understanding. Specifically, to solve the previous two challenges, we exploit abbreviations and natural language de-scriptions of logs from public documentation as local and global knowledge, respectively, and leverage this knowledge by designing novel pretraining tasks for enhancing the model. To solve the last challenge, we design a contrastive learning-based pretraining task to obtain universal representations. We evaluate KnowLog by fine-tuning it on six different log understanding tasks. Extensive experiments demonstrate that KnowLog significantly enhances log understanding and achieves state-of-the-art results compared to existing pretrained language models without knowledge enhancement. Moreover, we conduct additional experiments in transfer learning and low-resource scenarios, showcasing the substantial advantages of KnowLog. Our source code and detailed experimental data are available at https://github.com/LeaperOvO/KnowLog.",L. Ma; W. Yang; B. Xu; S. Jiang; B. Fei; J. Liang; M. Zhou; Y. Xiao,2024,,2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE),pretrained language model;knowledge enhancement;log understanding,IEEE Conferences,1.0,IEEE,R3
